measId,measTimestamp,Position X, Position Y,Position Z,zoneId,Zonename,N,109,AIT-L15,aut-sams-1,bolyai_E4_floor3,Bosch_Telemetry,dd,doa2,doa200,doa203,doa207,doa208,doa6,EET_3,FRM,GEIAKFSZ,IITAP1,IITAP1-GUEST,IITAP2,IITAP2-GUEST,IITAP3,IITAP3-GUEST,info,info2,KEMA10,kemA4,KRZ,library114,TP-LINK_B2765A,UPC Wi-Free,UPC8902044,wireless
1eed1c82-6a69-498a-ad17-e4f2177edaf8,38:14.0,6,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-75,100,100,100,100,-91,100,100,100,-74,-69,100,100,100,-68,-60,-61,100,100,-81,-81,100,100,100,100,-60,100,100,100,100,100
4eccd58d-7b47-4058-8dc4-2fa4ba453fc3,54:06.0,27,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-71,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,-67,-68,-88,-86,100,100,100,100,100,100,100,100,100,100
c7a49f3b-d3e8-42a3-abf0-81f1caa6b9cc,36:06.0,3,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-74,100,100,100,100,100,100,100,100,-73,-71,100,100,100,-72,-65,-66,-84,100,-79,-79,100,100,100,100,-68,100,100,100,100,100
4e9a3b83-9005-4a63-bf47-c33aacd19e77,41:30.0,10,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-87,100,100,100,100,-88,100,100,100,-87,-70,100,100,100,-75,-78,-78,100,100,-80,-79,100,100,100,100,-85,100,-90,100,100,100
e6bd6853-e137-4478-aac4-ec26681d5365,50:44.0,22,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-60,100,-70,100,100,-84,-88,-82,100,100,-70,100,100,100,100,100,100,-74,-79,-82,-83,100,100,100,100,-91,100,-77,100,100,100
2eb17c13-f39f-440c-a2af-21f5d01f1d27,35:07.0,2,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-75,100,100,100,100,100,100,100,100,-80,-70,100,100,100,-69,-66,-65,100,-79,-80,-81,100,100,100,100,-72,-88,100,100,100,100
c66a3638-cadd-44b8-b516-9a420302da1d,37:23.0,4,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-75,100,100,100,100,-86,100,-86,-89,-81,-82,100,100,100,-78,-74,-73,-87,-75,-80,-85,100,100,100,100,-77,100,100,100,100,100
bbbb7ad1-2a93-41ec-a124-d347db61f44c,52:41.0,26,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-77,100,-65,100,100,-80,100,-83,100,100,-78,100,100,100,-85,-78,-89,-77,-78,100,100,100,100,100,100,-81,100,-85,100,100,100
4cd96d0b-7fc0-4cbd-9d63-cb707c63e417,36:47.0,4,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-76,100,100,100,100,100,100,100,100,-72,-68,100,100,100,-72,-66,-65,-82,100,-81,-81,100,100,100,100,-71,100,100,100,100,100
ac9bb59c-fa42-4535-aa89-c8b1584f5a6d,36:43.0,3,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-71,100,100,100,100,-88,100,-87,100,-77,-73,100,100,100,-72,-65,-65,100,-84,-74,-74,100,100,100,100,-74,100,100,100,100,100
fd5a1d7d-5599-4dae-989e-aab652e92fba,53:29.0,27,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-74,100,-61,100,100,-85,-93,-86,100,100,-69,100,100,100,100,100,100,-81,-79,-82,-85,100,100,100,100,-82,100,100,100,100,100
3767aeaa-c9ca-4c74-bdbf-5558804f1520,54:12.0,28,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-85,100,-73,100,100,100,-86,-83,100,100,-87,100,100,100,100,-83,-82,-71,-71,-83,-86,100,100,100,100,100,100,100,100,100,100
fa3e0cce-88e3-45b1-ac6b-35d10503857a,47:49.0,19,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-55,100,100,100,100,-75,100,-88,100,100,-74,100,100,100,-78,100,-77,-73,-73,-81,-81,100,100,100,100,-81,100,-78,100,100,100
7923471b-0966-4d70-a47b-9e4d68747007,48:36.0,20,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-59,100,100,100,100,-75,100,-84,100,-92,-77,100,100,100,100,100,100,-70,100,100,100,100,100,100,100,-85,100,-75,100,100,100
84e1e387-c054-4311-9604-d20528ffbc95,51:59.0,24,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-66,100,100,100,100,-81,-84,-78,100,100,-75,100,100,100,100,100,100,-74,-82,100,100,100,100,100,100,100,100,-85,100,100,100
d0f49b30-94e9-4f38-a9b8-51e8ff1b407c,41:16.0,9,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-67,100,100,100,100,-84,100,100,100,-81,-69,100,100,100,-67,-74,-74,-79,100,-78,-78,100,100,100,100,-66,100,100,100,100,100
a84031ab-0fc7-4ad0-b9d7-5ad566150df3,43:11.0,13,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-53,100,100,100,100,-82,100,100,100,-81,-59,100,100,100,-69,-74,-76,-74,-80,-75,-75,100,100,100,100,-75,100,-74,100,100,100
a3a1892d-7e9c-4440-be7c-d898fed4d626,55:02.0,29,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-92,100,-75,100,100,-82,-84,-80,100,100,-75,100,100,100,100,100,100,-76,-78,-78,-77,100,100,100,100,100,-76,100,100,100,100
e84be0ae-8c76-4b93-9994-cd08ec244afe,48:42.0,21,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-71,100,-75,100,100,-87,-89,-86,100,100,-80,100,100,100,-84,100,100,-76,-75,-83,-86,100,100,100,100,100,100,-78,100,100,100
05ddd2de-2b7c-42b2-9e0b-883fa1e66dbe,39:04.0,7,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-70,100,100,100,100,-79,100,100,100,-73,-59,-81,100,100,-68,-63,-63,-77,-79,-69,-72,100,100,100,100,-58,100,100,100,100,100
0f40bfdb-005b-4def-afa1-98b2d2210953,50:06.0,22,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-83,100,-72,100,100,-86,100,-86,100,100,-86,100,100,100,100,100,100,-81,-80,-78,-95,100,100,100,100,100,-83,-86,100,100,100
3ddc482d-8207-4345-af64-a932c0042d70,52:38.0,25,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-66,100,-65,100,100,-86,-82,-76,100,100,-83,100,100,100,-82,100,100,-72,-71,100,100,100,100,100,100,100,100,-79,100,100,100
616df46d-c4ad-4e4c-80f8-504278ef28cd,58:20.0,6,7,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-87,100,100,100,100,100,100,100,100,-72,-87,100,100,100,-84,-60,-60,100,100,-80,-79,100,100,100,100,-68,100,100,100,100,100
41191d15-7948-4823-9a8b-2fdf921cbee9,44:36.0,14,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-66,100,100,100,100,-78,100,-85,100,-81,-60,100,100,100,100,-73,-69,-75,-80,-81,-80,100,100,100,100,-79,100,-77,100,100,100
62798d86-9fef-4fbf-a49b-4b7beb4e7625,40:51.0,9,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-74,100,100,100,100,-92,100,100,-90,-85,-70,100,100,100,-66,-70,-73,-83,-86,-79,-79,100,100,100,100,-77,100,-86,100,100,100
07adbc6d-9aec-4d4c-9b8c-2dff1bd71a4a,42:37.0,12,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-57,100,100,100,100,-78,100,-86,100,-84,-53,100,100,100,-56,-76,-71,-75,100,-67,-67,100,100,100,100,-76,100,-76,100,100,100
8ce46949-569d-4508-a197-40350f82b644,52:03.0,25,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-75,100,-80,100,100,-88,100,-79,100,100,-83,100,100,100,100,-81,100,-84,-84,-89,-87,100,100,100,100,-85,100,-75,100,100,100
3c55da3c-fecf-4ce6-8a8f-23539d3d9e28,47:19.0,19,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-69,100,-83,100,100,-80,100,-83,100,100,-84,100,100,100,-88,-81,100,-86,-83,-88,-87,100,100,100,100,-83,100,-88,100,100,100
cccc47cf-44cf-432d-a592-d56a080e11c6,45:11.0,16,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-66,100,100,100,100,-87,100,-92,100,100,-73,100,100,100,-81,100,100,-80,-80,-86,-85,100,100,100,100,-92,-86,-82,100,100,100
f3234a37-6a0b-4407-91ca-0ccceab640d8,45:18.0,15,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-58,100,100,100,100,-70,100,-87,100,-89,-67,100,100,100,-70,-79,-76,-78,-72,-76,-76,100,100,100,100,-79,100,-77,100,100,100
15488753-853e-4719-9860-771e3b60027a,41:57.0,10,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-62,100,-87,100,100,-80,100,100,100,-79,-61,100,100,100,-69,-70,-71,100,-79,-71,-68,100,100,100,100,-78,100,100,100,100,100
ccc9ccb3-5e1d-4dad-8744-8daaeb5faafb,38:00.0,5,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-69,100,-85,100,100,-88,100,-85,100,-75,-62,100,100,100,-72,-57,-59,-78,-77,-76,-78,100,100,100,100,-65,-85,100,100,100,100
fe11912d-955a-4694-a647-9a1abfb05996,34:26.0,1,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-70,100,100,100,100,-89,100,100,100,-79,-69,-90,100,100,-71,-67,-67,-79,-80,-78,-79,100,100,100,100,-74,100,100,100,100,100
9ef4b40b-dfd5-42c3-b1ea-c3d47bdfe850,44:00.0,13,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-62,100,100,100,100,-87,100,100,100,-84,-70,100,100,100,-66,-71,-72,100,100,-76,-75,100,100,100,100,-86,100,-78,100,100,100
685ef35a-0498-4599-b02a-ac481d677907,37:32.0,5,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-79,100,100,100,100,-88,100,100,100,-77,-70,100,100,100,-65,-68,-68,100,100,-76,-76,100,100,100,100,-64,100,100,100,100,100
ff0d5090-46d0-4ad9-a0ff-fc23bc0a8087,35:57.0,2,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-76,100,100,100,100,100,100,100,100,-82,-80,100,100,100,-81,-73,-72,-88,100,-83,-83,100,100,100,100,-80,100,100,100,100,100
21857dd3-6f37-4d83-ab2f-4fe517986853,49:38.0,21,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-56,100,-84,100,100,-82,-85,-87,100,100,-67,100,100,100,-82,100,100,-66,-67,-88,-89,100,100,100,100,-88,-81,-76,100,100,100
0e21ffdb-9273-4dc8-9616-7e7822efdb9d,45:52.0,17,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-64,100,100,100,100,-85,100,-83,100,100,-74,100,100,100,100,-76,100,-92,-83,-76,-73,100,100,100,100,100,100,-83,100,100,100
5f0224d5-c379-49e1-ac31-25fe80a5ca60,44:29.0,15,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-65,100,100,100,100,-73,100,-85,100,100,-64,100,100,100,-81,100,100,-74,-76,-84,-82,100,100,100,100,-85,100,-72,100,100,100
df97c713-cd1e-45ba-9781-6d6f0f5a571d,51:24.0,23,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-67,100,-78,100,100,-83,100,-80,100,100,100,100,100,100,100,100,100,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100
3fffa954-d7fd-48c3-b640-cde2101ed1b2,46:36.0,18,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-58,100,100,100,100,-68,100,-84,100,100,-70,100,100,100,100,100,100,-73,-72,-81,-81,100,100,100,100,-86,100,-73,100,100,100
f8b8e7f9-d9aa-4d39-a62b-817e3edcdbb5,47:18.0,18,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-51,100,-80,100,100,100,100,-84,100,100,-69,100,100,100,-79,100,100,-69,-75,-76,-77,100,100,100,100,-82,100,-77,100,100,100
947e540b-7502-4c1f-9079-6f314f0427e0,59:00.0,7,7,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-71,100,100,100,100,-88,100,100,100,-61,-78,100,100,100,-78,-59,-59,100,100,-81,-81,100,100,100,100,-58,100,100,100,100,100
3fe7846f-3ff5-4725-8959-c12229761534,43:49.0,14,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-70,100,100,100,100,-86,100,100,100,-83,-79,100,100,100,-84,-88,-74,-88,-84,-90,-68,100,100,100,100,-76,100,-88,100,100,100
1102525c-54b6-416d-942f-bd9117cdc91c,34:21.0,1,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,100,-89,100,100,100,100,100,100,100,100,-89,-73,100,100,100,-80,-75,-73,100,100,-88,-88,100,100,100,100,-84,100,100,100,100,100
0dd9de08-b69a-4f3f-8ea6-44aced911026,01:25.0,4,8,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-90,100,100,100,100,-76,100,-79,-75,-54,-54,100,100,-87,-87,-78,-78,100,100,-86,-85,100,100,100,100,-84,100,100,100,100,100
a1328b35-9578-4f1b-bb74-9dc35c657e4c,52:02.0,21,9,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-80,100,-85,100,100,-69,100,-75,100,-86,-60,100,100,-83,100,100,100,-89,-92,100,100,100,100,100,100,100,100,-92,100,100,100
c5524008-7ec4-401a-89bd-c41fcbf67d39,32:22.0,27,8,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-83,100,100,100,100,-62,100,-61,100,-82,-56,100,100,-77,100,100,100,-77,-80,100,100,100,100,100,100,100,100,100,100,100,100
0fd55b27-cced-4248-9a8c-226bd60ef4d8,57:09.0,1,8,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,-87,-93,100,100,100,100,-81,100,-82,-67,-63,-64,100,100,-88,100,-83,-83,100,100,-85,-85,100,100,100,100,-90,100,100,100,100,100
be6a53fe-6a39-40dd-ae9b-f0338b51038e,57:32.0,15,7,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-71,100,100,100,100,-52,100,-88,-83,-73,-43,100,100,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
18866089-1f29-41c7-836f-4e70fbc78291,55:38.0,10,9,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-88,100,100,100,100,-76,100,-78,-73,-71,-42,100,100,100,-87,-86,-86,100,100,-90,-91,100,100,100,100,-89,100,100,100,100,100
47093497-cd82-44fb-bd95-eeb77080476a,46:52.0,14,9,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,-86,-69,100,100,100,100,-63,100,-77,-81,-73,-42,100,100,100,-80,-85,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100
9acf30ba-591d-4ed6-834d-c0a94ace56c3,28:07.0,23,8,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-86,100,-87,100,100,-63,100,-70,100,-88,-62,100,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
6f6fabb4-49a4-4358-8a88-d4d678e8cc1b,09:13.0,12,8,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-80,100,100,100,100,-65,100,-73,-78,-69,-45,100,100,-88,-82,-88,-91,100,100,-87,-87,100,100,100,100,100,100,100,100,100,100
bd165fc8-5e5c-4c3a-81e2-f62f40c1fef4,50:08.0,5,8,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-87,100,100,100,100,-76,100,-80,-76,-50,-50,100,100,100,-83,-76,-77,100,100,-86,-85,100,100,100,100,-77,100,100,100,100,100
f638d532-d5f4-4366-a639-1701f7a8c5c5,10:47.0,13,8,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-78,100,-92,100,100,-61,100,-76,-76,-64,-48,100,100,100,-84,-86,-85,100,100,100,-88,100,100,100,100,100,100,100,100,100,100
71c0cd5b-2035-4998-842e-2bce03b4f27f,00:05.0,17,7,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-82,100,-75,100,100,-67,-83,-85,-88,-76,-59,100,100,-76,100,100,100,-88,-86,100,100,100,100,100,100,100,100,100,100,100,100
ffca7cfa-a13e-473a-9121-b1f5646a7dbc,56:08.0,25,7,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-85,100,-72,100,100,-69,100,-59,100,-78,-62,100,100,-82,100,100,100,-83,-82,100,100,100,100,100,100,100,100,100,100,100,100
1c446db0-eb05-4b27-93dc-053ce5115f54,03:38.0,20,7,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,-83,-90,100,100,100,100,-76,-94,-89,100,-83,-58,100,100,-80,100,100,100,-78,-79,100,100,100,100,100,100,100,-89,100,100,100,100
c59ef59c-1ff4-4ca2-8be1-81cc0707ca9f,31:29.0,26,8,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-93,100,-93,100,100,-78,100,-69,-90,-87,-72,100,100,-93,100,100,100,-89,-90,100,100,100,100,100,100,100,100,100,100,100,100
ca5f4ce9-bb97-4957-84ae-e64c6c56fb50,50:05.0,11,7,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,-85,-82,100,100,100,100,-73,100,-88,100,-65,-42,100,100,-81,100,-86,-86,100,100,-89,-93,100,100,100,100,-93,100,100,100,100,100
e2aec374-0f4a-4d58-9921-eaa89a87f6f6,41:27.0,2,7,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,100,100,100,100,100,-84,100,-90,-73,-71,-71,100,100,-86,-86,-92,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100
070e1a68-f7db-4aec-977b-b1de74f6dee3,08:05.0,11,8,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,-84,-83,100,100,100,100,-68,100,-75,-68,-63,-38,100,100,-86,-82,100,-85,100,100,-84,-85,100,100,100,100,100,100,100,100,100,100
501accac-e82f-4695-8285-00641765fc12,42:12.0,3,7,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,100,100,100,100,100,-80,100,-88,-74,-61,-65,100,100,100,100,-82,-83,100,100,-92,-92,100,100,100,100,100,100,100,100,100,100
1627cc7c-456f-4777-b59b-c0d3eaa13bfa,07:11.0,10,8,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-84,100,100,100,100,-70,100,-74,-67,-60,-40,100,100,-85,-85,-83,-84,100,100,-82,-81,100,100,100,100,-85,100,100,100,100,100
83d082c9-377f-48d5-a0a3-9c6c332c3b6c,44:51.0,24,9,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,100,100,100,100,100,-79,100,-83,100,-88,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
55696b11-bd34-4aaa-ab1f-3e47e05d8812,59:38.0,11,9,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-93,100,100,100,100,-67,100,-82,-66,-69,-47,100,100,100,-88,100,100,100,100,-86,-85,100,100,100,100,-92,100,100,100,100,100
ce6bf5fc-9202-4a79-aec9-b62af693c578,54:41.0,27,7,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,-73,-85,100,-73,100,100,-63,-89,-57,-80,-79,-64,100,100,-72,100,100,100,-82,-84,-95,-93,100,100,100,100,100,-88,100,100,100,100
20e2e3bc-77ec-420c-8448-c890a4a4f925,37:59.0,19,9,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-85,100,100,100,100,-70,100,-84,100,-81,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
e1b34334-b687-4c94-b4ab-f6371315174f,53:22.0,29,7,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,-82,-89,100,-86,100,100,-68,100,-55,-81,-79,-66,100,100,-81,100,100,100,-77,-78,-92,-89,100,100,100,100,100,100,100,100,100,100
06a70d81-4a7b-4074-8a88-a3ab56ecd72b,44:42.0,7,7,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,-90,100,100,100,100,-83,100,-89,-82,-52,-60,100,100,-92,100,-77,-77,100,100,100,100,100,100,100,100,-82,100,100,100,100,100
262bf19d-c56b-40eb-8c89-f0cc86b33e71,49:02.0,7,9,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,-87,-89,100,100,100,100,-73,100,-83,-64,-50,-44,100,100,-87,-77,-81,-81,100,100,-87,-88,100,100,100,100,-80,100,100,100,100,100
6c852c19-c621-4f71-8c98-847f1ad35383,49:40.0,28,9,7.6,14fc835a-ee28-4b78-9c59-9ee0f759ce56,2nd Floor East Corridor,100,100,100,100,100,100,-88,100,-65,100,-87,-68,100,100,100,100,100,100,-84,-84,100,100,100,100,100,100,100,100,100,100,100,100
