measId,measTimestamp,Position X, Position Y,Position Z,zoneId,Zonename,meas X,meas Y,meas Z,N,109,AIT-L15,aut-sams-1,bolyai_E4_floor3,Bosch_Telemetry,dd,doa2,doa200,doa203,doa207,doa208,doa6,EET_3,FRM,GEIAKFSZ,IITAP1,IITAP1-GUEST,IITAP2,IITAP2-GUEST,IITAP3,IITAP3-GUEST,info,info2,KEMA10,kemA4,KRZ,library114,TP-LINK_B2765A,UPC Wi-Free,UPC8902044,wireless,00:16:53:4C:B1:F9,00:16:53:4C:B2:02,00:16:53:4C:B4:EB,00:16:53:4C:E9:1D,00:16:53:4C:F2:6A,00:16:53:4C:F5:2D,00:16:53:4C:F9:A4,00:16:53:4C:FA:60,00:16:53:4C:FA:67,48:5A:B6:54:35:DC,6B:C2:26:12:62:60,DANI 6B:C2:26:12:62:60,DM06082 48:5A:B6:54:35:DC,EV3 00:16:53:4C:E9:1D,EV3 00:16:53:4C:F2:6A,EV3 00:16:53:4C:FA:60,EV3 00:16:53:4C:FA:67,EV3BD 00:16:53:4C:F5:2D,IZE 00:16:53:4C:B1:F9,JOE 00:16:53:4C:F9:A4,MEGAROBOT 00:16:53:4C:B2:02,MrEv3 00:16:53:4C:B4:EB
1eed1c82-6a69-498a-ad17-e4f2177edaf8,38:14.0,6,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-1.152959347,-1.005916715,0.08314123,100,-75,100,100,100,100,-91,100,100,100,-74,-69,100,100,100,-68,-60,-61,100,100,-81,-81,100,100,100,100,-60,100,100,100,100,100,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4eccd58d-7b47-4058-8dc4-2fa4ba453fc3,54:06.0,27,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-0.064257346,-0.882661879,-0.043450896,100,-71,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,-67,-68,-88,-86,100,100,100,100,100,100,100,100,100,100,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
c7a49f3b-d3e8-42a3-abf0-81f1caa6b9cc,36:06.0,3,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.72357434,-0.981018662,0.25168997,100,-74,100,100,100,100,100,100,100,100,-73,-71,100,100,100,-72,-65,-66,-84,100,-79,-79,100,100,100,100,-68,100,100,100,100,100,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4e9a3b83-9005-4a63-bf47-c33aacd19e77,41:30.0,10,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.234649241,-0.701124609,0.126972795,100,-87,100,100,100,100,-88,100,100,100,-87,-70,100,100,100,-75,-78,-78,100,100,-80,-79,100,100,100,100,-85,100,-90,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
e6bd6853-e137-4478-aac4-ec26681d5365,50:44.0,22,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,2.296465397,-1.223178387,-0.188221514,100,-60,100,-70,100,100,-84,-88,-82,100,100,-70,100,100,100,100,100,100,-74,-79,-82,-83,100,100,100,100,-91,100,-77,100,100,100,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2eb17c13-f39f-440c-a2af-21f5d01f1d27,35:07.0,2,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-0.913597941,-0.973419487,0.055498507,100,-75,100,100,100,100,100,100,100,100,-80,-70,100,100,100,-69,-66,-65,100,-79,-80,-81,100,100,100,100,-72,-88,100,100,100,100,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
c66a3638-cadd-44b8-b516-9a420302da1d,37:23.0,4,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.790047169,-0.78118062,0.129702553,100,-75,100,100,100,100,-86,100,-86,-89,-81,-82,100,100,100,-78,-74,-73,-87,-75,-80,-85,100,100,100,100,-77,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
bbbb7ad1-2a93-41ec-a124-d347db61f44c,52:41.0,26,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.307562917,-0.63495326,-0.01754206,100,-77,100,-65,100,100,-80,100,-83,100,100,-78,100,100,100,-85,-78,-89,-77,-78,100,100,100,100,100,100,-81,100,-85,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
4cd96d0b-7fc0-4cbd-9d63-cb707c63e417,36:47.0,4,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.632473826,-0.972584486,0.160762742,100,-76,100,100,100,100,100,100,100,100,-72,-68,100,100,100,-72,-66,-65,-82,100,-81,-81,100,100,100,100,-71,100,100,100,100,100,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ac9bb59c-fa42-4535-aa89-c8b1584f5a6d,36:43.0,3,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,1.049927473,-0.919112861,0.097253196,100,-71,100,100,100,100,-88,100,-87,100,-77,-73,100,100,100,-72,-65,-65,100,-84,-74,-74,100,100,100,100,-74,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
fd5a1d7d-5599-4dae-989e-aab652e92fba,53:29.0,27,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.700162172,-0.661369026,0.388318688,100,-74,100,-61,100,100,-85,-93,-86,100,100,-69,100,100,100,100,100,100,-81,-79,-82,-85,100,100,100,100,-82,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
3767aeaa-c9ca-4c74-bdbf-5558804f1520,54:12.0,28,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.736391783,-0.774763763,-0.02083032,100,-85,100,-73,100,100,100,-86,-83,100,100,-87,100,100,100,100,-83,-82,-71,-71,-83,-86,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
fa3e0cce-88e3-45b1-ac6b-35d10503857a,47:49.0,19,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.682212651,-0.982270896,0.047583103,100,-55,100,100,100,100,-75,100,-88,100,100,-74,100,100,100,-78,100,-77,-73,-73,-81,-81,100,100,100,100,-81,100,-78,100,100,100,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7923471b-0966-4d70-a47b-9e4d68747007,48:36.0,20,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.374503613,-0.747597814,-0.018179813,100,-59,100,100,100,100,-75,100,-84,100,-92,-77,100,100,100,100,100,100,-70,100,100,100,100,100,100,100,-85,100,-75,100,100,100,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
84e1e387-c054-4311-9604-d20528ffbc95,51:59.0,24,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.903927267,-1.126707315,0.071307465,100,-66,100,100,100,100,-81,-84,-78,100,100,-75,100,100,100,100,100,100,-74,-82,100,100,100,100,100,100,100,100,-85,100,100,100,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
d0f49b30-94e9-4f38-a9b8-51e8ff1b407c,41:16.0,9,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.653134525,-0.879370153,0.185347944,100,-67,100,100,100,100,-84,100,100,100,-81,-69,100,100,100,-67,-74,-74,-79,100,-78,-78,100,100,100,100,-66,100,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
a84031ab-0fc7-4ad0-b9d7-5ad566150df3,43:11.0,13,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,1.065165997,-0.900396705,0.244978666,100,-53,100,100,100,100,-82,100,100,100,-81,-59,100,100,100,-69,-74,-76,-74,-80,-75,-75,100,100,100,100,-75,100,-74,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
a3a1892d-7e9c-4440-be7c-d898fed4d626,55:02.0,29,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.188998446,-0.419255137,-0.046121117,100,-92,100,-75,100,100,-82,-84,-80,100,100,-75,100,100,100,100,100,100,-76,-78,-78,-77,100,100,100,100,100,-76,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
e84be0ae-8c76-4b93-9994-cd08ec244afe,48:42.0,21,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.783052385,-0.774532735,0.021273386,100,-71,100,-75,100,100,-87,-89,-86,100,100,-80,100,100,100,-84,100,100,-76,-75,-83,-86,100,100,100,100,100,100,-78,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
05ddd2de-2b7c-42b2-9e0b-883fa1e66dbe,39:04.0,7,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-0.868846476,-0.938255489,0.048741851,100,-70,100,100,100,100,-79,100,100,100,-73,-59,-81,100,100,-68,-63,-63,-77,-79,-69,-72,100,100,100,100,-58,100,100,100,100,100,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0f40bfdb-005b-4def-afa1-98b2d2210953,50:06.0,22,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.957404017,-0.680216789,0.208465233,100,-83,100,-72,100,100,-86,100,-86,100,100,-86,100,100,100,100,100,100,-81,-80,-78,-95,100,100,100,100,100,-83,-86,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
3ddc482d-8207-4345-af64-a932c0042d70,52:38.0,25,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.077387333,-1.119163036,0.244978666,100,-66,100,-65,100,100,-86,-82,-76,100,100,-83,100,100,100,-82,100,100,-72,-71,100,100,100,100,100,100,100,100,-79,100,100,100,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
616df46d-c4ad-4e4c-80f8-504278ef28cd,58:20.0,6,7,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.199652612,-0.392396957,0.11614164,100,-87,100,100,100,100,100,100,100,100,-72,-87,100,100,100,-84,-60,-60,100,100,-80,-79,100,100,100,100,-68,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
41191d15-7948-4823-9a8b-2fdf921cbee9,44:36.0,14,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-1.387483001,-1.081671357,0.137066171,100,-66,100,100,100,100,-78,100,-85,100,-81,-60,100,100,100,100,-73,-69,-75,-80,-81,-80,100,100,100,100,-79,100,-77,100,100,100,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
62798d86-9fef-4fbf-a49b-4b7beb4e7625,40:51.0,9,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.259982586,-0.697775066,0.059928153,100,-74,100,100,100,100,-92,100,100,-90,-85,-70,100,100,100,-66,-70,-73,-83,-86,-79,-79,100,100,100,100,-77,100,-86,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
07adbc6d-9aec-4d4c-9b8c-2dff1bd71a4a,42:37.0,12,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.27703163,-0.739202201,0.068856493,100,-57,100,100,100,100,-78,100,-86,100,-84,-53,100,100,100,-56,-76,-71,-75,100,-67,-67,100,100,100,100,-76,100,-76,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
8ce46949-569d-4508-a197-40350f82b644,52:03.0,25,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-0.549500883,-0.795678377,-0.043450896,100,-75,100,-80,100,100,-88,100,-79,100,100,-83,100,100,100,100,-81,100,-84,-84,-89,-87,100,100,100,100,-85,100,-75,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
3c55da3c-fecf-4ce6-8a8f-23539d3d9e28,47:19.0,19,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.689020336,-0.662276328,0.072599456,100,-69,100,-83,100,100,-80,100,-83,100,100,-84,100,100,100,-88,-81,100,-86,-83,-88,-87,100,100,100,100,-83,100,-88,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
cccc47cf-44cf-432d-a592-d56a080e11c6,45:11.0,16,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.464801639,-0.68956846,0.144812509,100,-66,100,100,100,100,-87,100,-92,100,100,-73,100,100,100,-81,100,100,-80,-80,-86,-85,100,100,100,100,-92,-86,-82,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
f3234a37-6a0b-4407-91ca-0ccceab640d8,45:18.0,15,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.261007816,-0.855490625,0.088655882,100,-58,100,100,100,100,-70,100,-87,100,-89,-67,100,100,100,-70,-79,-76,-78,-72,-76,-76,100,100,100,100,-79,100,-77,100,100,100,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15488753-853e-4719-9860-771e3b60027a,41:57.0,10,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,null,null,null,100,-62,100,-87,100,100,-80,100,100,100,-79,-61,100,100,100,-69,-70,-71,100,-79,-71,-68,100,100,100,100,-78,100,100,100,100,100,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ccc9ccb3-5e1d-4dad-8744-8daaeb5faafb,38:00.0,5,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.394937128,-0.74193877,0.061148163,100,-69,100,-85,100,100,-88,100,-85,100,-75,-62,100,100,100,-72,-57,-59,-78,-77,-76,-78,100,100,100,100,-65,-85,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
fe11912d-955a-4694-a647-9a1abfb05996,34:26.0,1,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.862733185,-0.859283924,0.274909854,100,-70,100,100,100,100,-89,100,100,100,-79,-69,-90,100,100,-71,-67,-67,-79,-80,-78,-79,100,100,100,100,-74,100,100,100,100,100,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9ef4b40b-dfd5-42c3-b1ea-c3d47bdfe850,44:00.0,13,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-1.677160144,-1.084589839,0.068856493,100,-62,100,100,100,100,-87,100,100,100,-84,-70,100,100,100,-66,-71,-72,100,100,-76,-75,100,100,100,100,-86,100,-78,100,100,100,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
685ef35a-0498-4599-b02a-ac481d677907,37:32.0,5,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.907488883,-1.055924535,0.124354996,100,-79,100,100,100,100,-88,100,100,100,-77,-70,100,100,100,-65,-68,-68,100,100,-76,-76,100,100,100,100,-64,100,100,100,100,100,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ff0d5090-46d0-4ad9-a0ff-fc23bc0a8087,35:57.0,2,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,1.459975123,-1.087469935,0.031239834,100,-76,100,100,100,100,100,100,100,100,-82,-80,100,100,100,-81,-73,-72,-88,100,-83,-83,100,100,100,100,-80,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
21857dd3-6f37-4d83-ab2f-4fe517986853,49:38.0,21,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.147461474,-1.045801759,-0.030293763,100,-56,100,-84,100,100,-82,-85,-87,100,100,-67,100,100,100,-82,100,100,-66,-67,-88,-89,100,100,100,100,-88,-81,-76,100,100,100,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0e21ffdb-9273-4dc8-9616-7e7822efdb9d,45:52.0,17,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-0.042751834,-0.733801723,-0.019605331,100,-64,100,100,100,100,-85,100,-83,100,100,-74,100,100,100,100,-76,100,-92,-83,-76,-73,100,100,100,100,100,100,-83,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
5f0224d5-c379-49e1-ac31-25fe80a5ca60,44:29.0,15,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.105444096,-0.645744264,0.05654344,100,-65,100,100,100,100,-73,100,-85,100,100,-64,100,100,100,-81,100,100,-74,-76,-84,-82,100,100,100,100,-85,100,-72,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
df97c713-cd1e-45ba-9781-6d6f0f5a571d,51:24.0,23,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,1.192026138,-0.990483999,0.121351995,100,-67,100,-78,100,100,-83,100,-80,100,100,100,100,100,100,100,100,100,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3fffa954-d7fd-48c3-b640-cde2101ed1b2,46:36.0,18,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-1.228339076,-0.859991133,0.04647813,100,-58,100,100,100,100,-68,100,-84,100,100,-70,100,100,100,100,100,100,-73,-72,-81,-81,100,100,100,100,-86,100,-73,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
f8b8e7f9-d9aa-4d39-a62b-817e3edcdbb5,47:18.0,18,9,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-1.892438054,-1.147068501,-0.235544965,100,-51,100,-80,100,100,100,100,-84,100,100,-69,100,100,100,-79,100,100,-69,-75,-76,-77,100,100,100,100,-82,100,-77,100,100,100,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
947e540b-7502-4c1f-9079-6f314f0427e0,59:00.0,7,7,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,-0.454866409,-0.359462082,0.081784375,100,-71,100,100,100,100,-88,100,100,100,-61,-78,100,100,100,-78,-59,-59,100,100,-81,-81,100,100,100,100,-58,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
3fe7846f-3ff5-4725-8959-c12229761534,43:49.0,14,8,4.4,07a25de0-a013-486d-9463-404a348e05ee,1st Floor East Corridor,0.706185758,-0.769300044,0.1355277,100,-70,100,100,100,100,-86,100,100,100,-83,-79,100,100,100,-84,-88,-74,-88,-84,-90,-68,100,100,100,100,-76,100,-88,100,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1
